Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year
Arab World,ARB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.4933662533549,2017.0
Arab World,ARB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.9212501154086,2017.0
Arab World,ARB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.521696309015244,2017.0
Arab World,ARB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,67.22896999999999,2018.0
Arab World,ARB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.35474,2018.0
Caribbean small states,CSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.7746745302104,2017.0
Caribbean small states,CSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.33998156192821,2017.0
Caribbean small states,CSS,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.18157811994823803,2017.0
Caribbean small states,CSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92.72926,2015.0
Caribbean small states,CSS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,89.5109,2015.0
Central Europe and the Baltics,CEB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.8829291478305,2017.0
Central Europe and the Baltics,CEB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.3777083800028,2017.0
Central Europe and the Baltics,CEB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0117336617743633,2017.0
Central Europe and the Baltics,CEB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,98.70102,2016.0
Central Europe and the Baltics,CEB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,99.30689,2016.0
Early-demographic dividend,EAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.15992720011741,2017.0
Early-demographic dividend,EAR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.4780791156251,2017.0
Early-demographic dividend,EAR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.393386980356424,2017.0
Early-demographic dividend,EAR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,73.60423,2018.0
Early-demographic dividend,EAR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,84.9596,2018.0
East Asia & Pacific,EAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.50713348336929,2017.0
East Asia & Pacific,EAS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.404356632599,2017.0
East Asia & Pacific,EAS,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.12466800926661,2017.0
East Asia & Pacific,EAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.93963000000001,2018.0
East Asia & Pacific,EAS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.25485,2018.0
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.5631021007142,2017.0
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.60702519018879,2017.0
East Asia & Pacific (excluding high income),EAP,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.136513630931066,2017.0
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.19083,2018.0
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.51446999999999,2018.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.5918593474197,2017.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.6591178046408,2017.0
East Asia & Pacific (IDA & IBRD countries),TEA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.136192041225878,2017.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.11664,2018.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.48526,2018.0
Euro area,EMU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.67079413599191,2017.0
Euro area,EMU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.3690200436887,2017.0
Euro area,EMU,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00833802309075357,2017.0
Euro area,EMU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NaN,1960.0
Euro area,EMU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NaN,1960.0
Europe & Central Asia,ECS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.0382247767992,2017.0
Europe & Central Asia,ECS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.64853796088329,2017.0
Europe & Central Asia,ECS,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0232939357948589,2017.0
Europe & Central Asia,ECS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,97.88237,2018.0
Europe & Central Asia,ECS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98.83254000000001,2018.0
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.4806481795123,2017.0
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.5077302487799,2017.0
Europe & Central Asia (excluding high income),ECA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0389737228273765,2017.0
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,98.51828,2018.0
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,99.54427,2018.0
